-0.631509	-0.161396	0.758385	0.000000	-0.750804	0.371536	-0.546127	0.000000	-0.193625	-0.914282	-0.355805	0.000000	0.708172	1.786997	-0.177739	1.000000	
-0.488013	0.060348	0.870748	0.000000	-0.787569	0.399612	-0.469090	0.000000	-0.376270	-0.914696	-0.147487	0.000000	0.743714	1.789630	-0.237465	1.000000	
-0.391013	0.141422	0.909455	0.000000	-0.781872	0.470275	-0.409289	0.000000	-0.485576	-0.871115	-0.073309	0.000000	0.784184	1.749824	-0.277839	1.000000	
-0.254237	0.207296	0.944665	0.000000	-0.747656	0.577469	-0.327935	0.000000	-0.613494	-0.789657	0.008172	0.000000	0.831681	1.665938	-0.318298	1.000000	
-0.064353	0.241924	0.968159	0.000000	-0.672648	0.706139	-0.221161	0.000000	-0.737159	-0.665462	0.117288	0.000000	0.864534	1.569862	-0.349146	1.000000	
0.061611	0.222407	0.973005	0.000000	-0.528383	0.834316	-0.157248	0.000000	-0.846767	-0.504431	0.168919	0.000000	0.881299	1.470243	-0.362941	1.000000	
0.152674	0.266511	0.951663	0.000000	-0.322709	0.923611	-0.206883	0.000000	-0.934103	-0.275525	0.227017	0.000000	0.885462	1.359349	-0.364796	1.000000	
0.065861	0.245594	0.967133	0.000000	-0.164291	0.958678	-0.232259	0.000000	-0.984211	-0.143594	0.103488	0.000000	0.874379	1.280841	-0.314485	1.000000	
-0.036300	0.284314	0.958044	0.000000	-0.046670	0.957147	-0.285817	0.000000	-0.998251	-0.055087	-0.021475	0.000000	0.841939	1.230465	-0.252946	1.000000	
-0.223378	0.310428	0.923979	0.000000	0.006709	0.948398	-0.317010	0.000000	-0.974709	-0.064614	-0.213934	0.000000	0.793875	1.210895	-0.178149	1.000000	
-0.403098	0.323424	0.856101	0.000000	0.097520	0.945323	-0.311213	0.000000	-0.909946	-0.041962	-0.412598	0.000000	0.730550	1.196288	-0.104629	1.000000	
-0.631790	0.328557	0.702062	0.000000	0.173947	0.942719	-0.284646	0.000000	-0.755370	-0.057715	-0.652752	0.000000	0.644482	1.194220	-0.023655	1.000000	
-0.741384	0.376893	0.555249	0.000000	0.187993	0.910908	-0.367295	0.000000	-0.644211	-0.167923	-0.746186	0.000000	0.588918	1.236989	0.027067	1.000000	
-0.805537	0.411967	0.425902	0.000000	0.200810	0.866032	-0.457891	0.000000	-0.557481	-0.283323	-0.780348	0.000000	0.552388	1.305735	0.071667	1.000000	
-0.842038	0.413193	0.346761	0.000000	0.154025	0.800252	-0.579545	0.000000	-0.516960	-0.434589	-0.737485	0.000000	0.541615	1.413166	0.094746	1.000000	
-0.869239	0.398258	0.292941	0.000000	0.053671	0.665042	-0.744875	0.000000	-0.491470	-0.631752	-0.599455	0.000000	0.549614	1.541725	0.070791	1.000000	
-0.867131	0.372217	0.330965	0.000000	-0.091287	0.534461	-0.840249	0.000000	-0.489643	-0.758819	-0.429469	0.000000	0.578766	1.631760	0.012058	1.000000	
-0.824347	0.380628	0.419016	0.000000	-0.245620	0.426396	-0.870550	0.000000	-0.510023	-0.820554	-0.258008	0.000000	0.617669	1.709011	-0.071641	1.000000	
-0.717743	0.452160	0.529524	0.000000	-0.447222	0.283532	-0.848294	0.000000	-0.533702	-0.845672	-0.001287	0.000000	0.666102	1.748942	-0.193780	1.000000	
-0.475006	0.487444	0.732644	0.000000	-0.673331	0.334708	-0.659239	0.000000	-0.566564	-0.806454	0.169223	0.000000	0.659770	1.797634	-0.264279	1.000000	
-0.578715	0.459160	0.673989	0.000000	-0.477376	0.479334	-0.736445	0.000000	-0.661212	-0.747938	-0.058206	0.000000	0.664029	1.784574	-0.201532	1.000000	
